nombre-activo,nombre-marca,presentacion,registro-sanitario
AZITROMICINA,MACROMAX,500 mg TABLETAS RECUBIERTAS,E.F.37.432
AZITROMICINA,AZIGRAM,500 mg TABLETAS RECUBIERTAS,E.F.37.278
AZITROMICINA,AMOVIN,200 mg / 5 ml POLVO PARA SUSPENSION ORAL,E.F.36.770
AZITROMICINA,AZITRODEX,500 mg TABLETAS RECUBIERTAS,E.F.36.516
AZITROMICINA,AZIMAKROL,1 g COMPRIMIDOS RECUBIERTOS,E.F.36.378
AZITROMICINA,ZOCIN,500 mg TABLETAS RECUBIERTAS,E.F.35.717
AZITROMICINA,ZITROMAX MD,2 g GRANULOS DE LIBERACIÓN PROLONGADA PARA SUSPENSIÓN OR,E.F.35.675
AZITROMICINA,AZITROMICINA,200 mg / 5 ml POLVO PARA SUSPENSION ORAL,E.F.35.255
AZITROMICINA,AZITROM,500 mg COMPRIMIDOS RECUBIERTOS,E.F.34.046
AZITROMICINA,AZITROM,200 mg /5 ml POLVO PARA SUSPENSION ORAL,E.F.33.953
AZITROMICINA,BINOZYT,500 mg TABLETAS RECUBIERTAS,E.F.33.838
AZITROMICINA,AMOVIN,500 mg TABLETAS RECUBIERTAS,E.F.32.836
AZITROMICINA,ZITROMAX,500 mg POLVO LIOFILIZADO PARA INFUSION INTRAVENOSA,E.F.32.477
AZITROMICINA,ATROMIZIN,500 mg COMPRIMIDOS RECUBIERTOS,E.F.32.066
AZITROMICINA,ATROMIZIN,200 mg/5 ml POLVO PARA SUSPENSION ORAL. USO PEDIATRICO,E.F.32.007
AZITROMICINA,AZITROVAL,500 mg TABLETAS RECUBIERTAS,E.F.30.202
AZITROMICINA,SAVER,500 mg COMPRIMIDOS RECUBIERTOS,E.F.29.493
AZITROMICINA,ARZOMIDOL,200 mg/5 ml POLVO PARA SUSPENSION,E.F.28.770
AZITROMICINA,ARZOMIDOL,500 mg COMPRIMIDOS RECUBIERTOS,E.F.28.769
AZITROMICINA,AZIGRAM,500 mg CAPSULAS,E.F.28.458
AZITROMICINA,ZITROMAXGE,500 mg TABLETAS,E.F.27.907
AZITROMICINA,ZITROMAX,500 mg TABLETAS,E.F.27.364
AZITROMICINA,ZITROMAX,POLVO PARA SUSPENSION,E.F.27.115
AZTREONAM,AZTREONAM,1 g POLVO PARA SOLUCION INYECTABLE,E.F.G.34.921
AZTREONAM,SANTRON,1 g POLVO PARA SOLUCION INYECTABLE,E.F.40.543
AZTREONAM,TREONAM,1 g POLVO PARA SOLUCION INYECTABLE IM/IV,E.F.39.508
BACITRACINA,BACITRACINA,500 U.I./g UNGUENTO DERMICO,E.F.G.30.629
BACITRACINA,BACITRACINA,500 UI/ g UNGUENTO,E.F.G.28.213
BACITRACINA,BACITRACINA,500 UI/g UNGUENTO,E.F.G.20.308
BACITRACINA,BACITRACINA,500 U.I./g UNGUENTO,E.F.G.20.140
BACITRACINA,BACIDERM,500 UI/ g UNGÜENTO,E.F.34.377
BACITRACINA-NEOMICINA,NEOMICINA-BACITRACINA,5 mg - 500 UI /g UNGUENTO,E.F.G.33.075
BACITRACINA-NEOMICINA-POLIMIXINA B,DERMABIOTIC,CREMA TOPICA,E.F.30.684
BACLOFEN,LIORESAL,25 mg COMPRIMIDOS,E.F.26.928
BACLOFEN,LIORESAL,10 mg COMPRIMIDOS,E.F.26.927
BECLAMETASONA DIPROPIONATO,BETACLATE,250 mcg SUSPENSIÓN PARA INHALACION ORAL,E.F.33.437
BECLOMETASONA DIPROPIONATO,NASAIR,0.5 mg/ml SUSPENSION ATOMIZADORA NASAL,E.F.39.779
BECLOMETASONA DIPROPIONATO,ECLOSYNT-NAS,50 mcg / DOSIS AEROSOL NASAL,E.F.38.670
BECLOMETASONA DIPROPIONATO,ECLOSYNT,250 mcg / DOSIS AEROSOL,E.F.38.656
BECLOMETASONA DIPROPIONATO,ECLOSYNT,50 mcg / DOSIS AEROSOL,E.F.38.338
BECLOMETASONA DIPROPIONATO,BECLOMET,50 mcg/DOSIS AEROSOL PARA INHALACION ORAL,E.F.31.116
BECLOMETASONA DIPROPIONATO,BECLOFORTIL,250 mcg/DOSIS AEROSOL PARA INHALACION ORAL,E.F.30.912
BECLOMETASONA DIPROPIONATO,BECLOMETFORT,250 mcg/dosis AEROSOL PARA INHALACION ORAL,E.F.30.723
BECLOMETASONA DIPROPIONATO,RINOCLENIL ACUOSO,50 mcg/dosis INHALADOR NASAL,E.F.30.492
BECLOMETASONA DIPROPIONATO,BECLO-RINO,50 mcg/DOSIS SUSPENSION PARA INHALACION NASAL,E.F.30.092
BECLOMETASONA DIPROPIONATO,BECLOMAX,250 mcg/DOSIS SOLUCION PARA INHALACION,E.F.29.408
BECLOMETASONA DIPROPIONATO-CLOTRIMAZOL-GENTAMICINA,CANDIDERM,CREMA TÓPICA,E.F.39.497
BECLOMETASONA-SALBUTAMOL,AEROCORT,50 mcg - 100 mcg /DOSIS SUSPENSION PARA INHALACION ORAL,E.F.G.33.090
BECLOMETASONA-SALBUTAMOL,SALBUBECLO,100 mcg - 50 mcg /DOSIS AEROSOL PAR INHALACION ORAL,E.F.41.478
BECLOMETASONA-SALBUTAMOL,BECLOMET COMPOSITUM,50 mcg - 100 mcg/DOSIS AEROSOL PARA INHALACION ORAL,E.F.30.660
BECLOMETASONA-SALBUTAMOL,BUTOSOL,100 mcg - 50 mcg/DOSIS AEROSOL PARA INHALACION ORAL,E.F.30.284
BECLOMETASONA-SALBUTAMOL,VENTICORT,100 mcg - 50 mcg / DOSIS AEROSOL PARA INHALACION BUCAL,E.F.29.505
BECLOMETASONA-SALBUTAMOL,VENTIDE,AEROSOL,E.F.25.726
BENCERAZIDA-LEVODOPA,MADOPAR,200 mg - 50 mg COMPRIMIDOS,E.F.24.017
BENCIDAMINA,GINACOL,0.1 % SOLUCIÓN DE USO VAGINAL,E.F.34.649
BENCIDAMINA,FLODONT ENJUAGUE BUCAL,,E.F.27.670
BENCIDAMINA,TANTUN DUCHA VAGINAL DESECHABLE,SOLUCION,E.F.24.206
BENCIDAMINA,TANTUN VERDE PASTA DENTAL,,E.F.20.139
BENCIDAMINA,AZUTAN COLUTORIO,,E.F.19.054
BENCIDAMINA,TANTUM TOPICO BUCAL,,E.F.17.660
BENCIDAMINA-CETILPIRIDINIO,BUCOXOLGAR,0.15 %-0.25 % SOLUCION TOPICA BUCAL ATOMIZADORA SABOR MIEL LIMON,E.F.41.677
BENCIDAMINA-CETILPIRIDINIO,BUCOXOLGAR,0.15 %-0.25 % SOLUCIÓN TÓPICA BUCAL ATOMIZADORA SABOR A MENTA,E.F.41.676
BENCIDAMINA-CETILPIRIDINIO,BUCOXOLGAR,0.15 %-0.25 % SOLUCIÓN TÓPICA BUCAL ATOMIZADORA SABOR A FRUTAS,E.F.41.675
BENCIDAMINA-CETILPIRIDINIO,FLOMED,0.15 %-0.25 % SOLUCION TOPICA BUCAL,E.F.41.147
BENCIDAMINA-CETILPIRIDINIO,BUCOXOLGAR,3 mg - 1 mg TABLETAS MASTICABLES SABOR A MENTA FRESCA,E.F.41.134
BENCIDAMINA-CETILPIRIDINIO,BUCOXOLGAR,3 mg - 1 mg TABLETAS MASTICABLES SABOR A FRUTOS ROJOS,E.F.41.133
BENCIDAMINA-CETILPIRIDINIO,BUCOXOLGAR,3 mg - 1 mg TABLETAS MASTICABLES SABOR A MIEL LIMON,E.F.41.132
BENCIDAMINA-CETILPIRIDINIO,FLOMED,0.15 %-0.25 % SOLUCIÓN TÓPICA BUCAL ATOMIZADORA,E.F.41.019
BENCIDAMINA-CETILPIRIDINIO,ISOSPRAY PLUS,0.15 %-0.25 % SOLUCION,E.F.39.925
BENCIDAMINA-CETILPIRIDINIO,FLODONT EN FILMORASE,UNGUENTO BUCAL,E.F.21.233
BENCIDAMINA-CETILPIRIDINIO,SOLUNOVAR COMPUESTO,0.25 g - 0.15 g/ 100 mL SOLUCION,E.F.19.328
BENCIDAMINA-LIDOCAINA,GENCIVOL COMPUESTO,0.15 %-0.15 % SOLUCION TOPICA,E.F.19.329
BENDAMUSTINA,RIBOMUSTIN,25 mg POLVO CONCENTRADO PARA PREPARAR SOLUCIÓN PARA INFUSIÓ,E.F.40.869
BENDAMUSTINA,RIBOMUSTIN,100 mg POLVO CONCENTRADO PARA PREPARAR SOLUCIÓN PARA INFUSI,E.F.40.868
BENDAZAC,BENDALINA,0.5 % COLIRIO,E.F.27.750
BENFOTIAMINA-CODECARBOXILASA-COENZIMA B12,TRES-BE,CAPSULAS,E.F.20.130
BENZALCONIO CLORURO,MERTHIOLATE,0.1 % JABON LIQUIDO,E.F.37.928
BENZALCONIO CLORURO,MERTHIOLATE,0.13 % SOLUCIÓN INCOLORA,E.F.35.784
BENZALCONIO CLORURO,MERTHIOLATE,0.13 % TINTURA ROJA,E.F.35.460
BENZALCONIO CLORURO,CAMOLYN,SOLUCION OFTALMICA,E.F.28.265
BENZALCONIO-DEXTRAN,OPTIFRESH,SOLUCION OFTALMICA,E.F.27.397
BENZOATO DE BENCILO,BENZOATO DE BENCILO,25 % LOCION,E.F.G.21.395
BENZOATO DE BENCILO,ACARILBIAL,27.7 % LOCIÓN,E.F.37.821
BENZOATO DE BENCILO,BENZOTIN,25 % LOCIÓN,E.F.36.445
BENZOCAINA,BENZOCAINA ANESTESICO TOPICO,GEL SABOR TUTTI FRUTTI,E.F.G.38.658
BETACAROTENO,BETACAROTENO,25000 UI-VITAMINA A CAPSULAS BLANDAS,E.F.G.40.591
BETACAROTENO,BETACAROTENO,25.000 UI CAPSULAS BLANDAS,E.F.G.39.579
BETACAROTENO,BETACAROTENO,25.000 UI VITAMINA A CAPSULAS BLANDAS,E.F.G.39.137
BETACAROTENO,BETA-CAROTENO,25.000 UI CAPSULAS BLANDAS,E.F.G.32.950
BETAHISTINA,BETAHISTINA,8 mg TABLETAS,E.F.G.40.263
BETAHISTINA,BETAHISTINA FORTE,16 mg TABLETAS,E.F.G.39.804
BETAHISTINA,BETAHISTINA,16 mg TABLETAS RECUBIERTAS,E.F.G.38.280
BETAHISTINA,BETAHISTINA,8 mg TABLETAS RECUBIERTAS,E.F.G.38.279
BETAHISTINA,BETAHISTIDINA,8 mg TABLETAS RECUBIERTAS,E.F.G.38.088
BETAHISTINA,HISTIVERT,24 mg COMPRIMIDOS,E.F.41.649
BETAHISTINA,HISTIVERT,16 mg COMPRIMIDOS,E.F.41.648
BETAHISTINA,HISTIVERT,8 mg COMPRIMIDOS,E.F.41.647
BETAHISTINA,BETALIN,16 mg COMPRIMIDOS,E.F.41.246
BETAHISTINA,BETALIN,24 mg COMPRIMIDOS,E.F.41.245
BETAHISTINA,BETALIN,8 mg COMPRIMIDOS,E.F.41.244
BETAHISTINA,FYNDET,24 mg TABLETAS,E.F.41.174
BETAHISTINA,BETISTIN,16 mg COMPRIMIDOS,E.F.40.349
BETAHISTINA,BETISTIN,8 mg COMPRIMIDOS,E.F.40.313
BETAHISTINA,FYNDET,16 mg TABLETAS,E.F.39.228
BETAHISTINA,FYNDET,8 mg TABLETAS,E.F.39.227
BETAHISTINA,BETAVERT,24 mg TABLETAS,E.F.38.661
BETAHISTINA,MICROSER ULTRA,24 mg TABLETAS,E.F.38.640
BETAHISTINA,BETAVERT,8 mg TABLETAS,E.F.38.437
BETAHISTINA,BETAVERT,16 mg TABLETAS,E.F.38.292
BETAHISTINA,MENISTIN,8 mg TABLETAS RECUBIERTAS,E.F.37.668
BETAHISTINA,MENISTIN,16 mg TABLETAS RECUBIERTAS,E.F.37.648
BETAHISTINA,SERC,24 mg TABLETAS,E.F.37.119
BETAHISTINA,MICROSER FORTE,16 mg TABLETAS,E.F.34.758
BETAHISTINA,SERC,16 mg TABLETAS,E.F.33.450
BETAHISTINA,MICROSER,8 mg TABLETAS,E.F.31.223
BETAMETASONA,BETAMETASONA,4 mg / mL SOLUCION INYECTABLE,E.F.G.41.341
BETAMETASONA,BETAMETASONA,8 mg / 2 ml SOLUCION INYECTABLE,E.F.G.38.674
BETAMETASONA,BETAMETASONA,4 mg/ml SOLUCION INYECTABLE,E.F.G.36.271
BETAMETASONA,BETAMETASONA,4 mg/ml SOLUCION INYECTABLE,E.F.G.35.821
BETAMETASONA,BETAMETASONA,4 mg /ml SOLUCION INYECTABLE,E.F.G.33.023
BETAMETASONA,BETAMETASONA SODIO FOSFATO,4 mg/ml SOLUCION INYECTABLE,E.F.G.31.941
BETAMETASONA,BETAMETASONA,4 mg/ml SOLUCION INYECTABLE,E.F.G.30.712
BETAMETASONA,BETAMETASONA,4 MG / ML SOLUCION INYECTABLE,E.F.G.22.899
BETAMETASONA,BETAMETASONA,0.1 % CREMA,E.F.G.20.730
BETAMETASONA,BETADERM,0.05 % CREMA,E.F.40.374
BETAMETASONA,DECADRON,8 mg/2 ml SOLUCION INYECTABLE,E.F.39.910
BETAMETASONA,DECADRON,0.5 mg / ml SOLUCION GOTAS,E.F.39.299
BETAMETASONA,DECADRON,0.6 mg/5 ml JARABE,E.F.39.264
BETAMETASONA,BETADUO,6.430 mg / 2.631 mg / mL SUSPENSION INYECTABLE,E.F.37.878
BETAMETASONA,BETAGEN,12 mg / 3 ml SOLUCIÓN INYECTABLE,E.F.34.949
BETAMETASONA,BETACORT,0.1 % CREMA.,E.F.34.307
BETAMETASONA,ITISONA,CREMA TOPICA,E.F.21.014
BETAMETASONA,DIPROSONE,0.05 % LOCION CAPILAR,E.F.20.292
BETAMETASONA,DIPROSALIC,0.50 mg - 30 mg UNGUENTO TOPICO,E.F.19.845
BETAMETASONA,DIPROSONE,0.05 % CREMA USO TOPICO,E.F.19.222
BETAMETASONA,BETAGEN,4 mg/ml SOLUCION INYECTABLE,E.F.16.114
BETAMETASONA,BETNOVATE,0.01 % SOLUCION CAPILAR,E.F.15.431
BETAMETASONA,BETNOVATE,0.1 % CREMA,E.F.13.479
BETAMETASONA,CELESTONE,4 mg/ml SOLUCION INYECTABLE,E.F.12.812
BETAMETASONA,CELESTODERM,0.1 % UNGUENTO,E.F.12.206
BETAMETASONA,CELESTONE,0.5 mg/ml SOLUCION GOTAS,E.F.12.002
BETAMETASONA,CELESTONE,0.5 mg TABLETAS,E.F.11.217
BETAMETASONA-DEXTROCLOROFENIRAMINA,CELESTAMINE,0.25 mg - 2.00 mg/ 5 ml JARABE,E.F.12.580
BETAMETASONA ACETATO-BETAMETASONA FOSFATO SODICO,INFLACOR RETARD,3 mg - 3 mg/1 mL SUSPENSION INYECTABLE,E.F.40.808
BETAMETASONA ACETATO-BETAMETASONA FOSFATO SODICO,INFLACOR RETARD,6 mg - 6 mg / 2 mL SUSPENSION INYECTABLE,E.F.40.750
BETAMETASONA ACETATO-BETAMETASONA FOSFATO SODICO,DUO-DECADRON,6 mg - 6 mg / 2 ml SUSPENSION INYECTABLE,E.F.39.906
BETAMETASONA ACETATO-BETAMETASONA FOSFATO SODICO,BETAGEN SOSLPEN SUSPENSIÓN INYECTABLE,,E.F.16.115
BETAMETASONA ACETATO-BETAMETASONA FOSFATO SODICO,CELESTONE SOLUSPAN,3 mg - 3 mg/ml SUSPENSION INYECTABLE,E.F.14.353
BETAMETASONA-CLOTRIMAZOL,ALBIMAX-B,0.5 mg - 10 mg / g CREMA,E.F.41.271
BETAMETASONA-CLOTRIMAZOL,LOTRISONE,0.50 mg/10 mg CREMA,E.F.26.206
BETAMETASONA-CLOTRIMAZOL-GENTAMICINA,BETADERM PLUS,CREMA,E.F.38.935
BETAMETASONA-CLOTRIMAZOL-GENTAMICINA,TRIDERM,CREMA,E.F.29.982
BETAMETASONA-CLOTRIMAZOL-NEOMICINA,BETAMETASONA-CLOTRIMAZOL CON NEOMICINA,CREMA,E.F.G.34.894
BETAMETASONA DIPROPIONATO,DIPROCEL,0.05 % GEL,E.F.28.214
BETAMETASONA DIPROPIONATO-BETAMETASONA FOSFATO DISODICO,BETAMETASONA DIPROPIONATO-BETAMETASONA FOSFATO DISÓDICO,10 mg - 4 mg / 2 mL SUSPENSIÓN INYECTABLE,E.F.G.39.760
BETAMETASONA DIPROPIONATO-BETAMETASONA FOSFATO SODICO,BETAMETASONA DIPROPIONATO-BETAMETASONA FOSFATO DISODICO,5 mg - 2 mg/ ml SUSPENSION INYECTABLE,E.F.G.38.393
BETAMETASONA DIPROPIONATO-BETAMETASONA FOSFATO SODICO,VALERPAN,2 mg - 5 mg/ml SUSPENSION INYECTABLE,E.F.40.149
BETAMETASONA DIPROPIONATO-BETAMETASONA FOSFATO SODICO,BETADUO,12.86 mg - 5.26 mg / 2 mL SUSPENSIÓN INYECTABLE,E.F.37.894
BETAMETASONA DIPROPIONATO-BETAMETASONA FOSFATO SODICO,BEPROSPEN,7 mg /ml SUSPENSION INYECTABLE,E.F.34.147
BETAMETASONA DIPROPIONATO-BETAMETASONA FOSFATO SODICO,DIPROSPAN,5 mg - 2 mg / ml SUSPENSION INYECTABLE,E.F.20.582
BETAMETASONA-GENTAMICINA,BEPRODERM,0.05 %-0.1 % CREMA,E.F.38.253
BETAMETASONA-GENTAMICINA,GARABET,UNGUENTO OFTALMICO,E.F.25.949
BETAMETASONA-GENTAMICINA,GARABET,0.3 %-0.1 % SOLUCION OFTALMICA,E.F.24.868
BETAMETASONA-GENTAMICINA,DIPROGENTA,0.05 % UNGUENTO,E.F.20.248
BETAMETASONA-GENTAMICINA,DIPROGENTA,CREMA,E.F.19.846
BETAMETASONA-GENTAMICINA,BETADERM CON GENTAMICINA,CREMA TOPICA,E.F.16.167
BETAMETASONA-GENTAMICINA,CELESTODERM CON GENTALYN,0.1 %-0.1 % CREMA TOPICA,E.F.14.708
BETAMETASONA-GENTAMICINA-IODOCLOROHIDROXIQUIN,TRIDETARMON,CREMA,E.F.27.646
BETAMETASONA-GENTAMICINA-IODOCLOROHIDROXIQUIN,QUADRIDERM,CREMA,E.F.16.929
BETAMETASONA-IODOCLOROHIDROXIQUIN,DIPROFORMO,0.05 %-3.0 % UNGUENTO,E.F.19.779
BETAMETASONA-IODOCLOROHIDROXIQUIN,DIPROFORMO,0.5 mg - 30 mg/g CREMA,E.F.19.670
BETAMETASONA VALERATO,BETAMETASONA,0.05 % UNGUENTO,E.F.G.34.299
BETAMETASONA VALERATO,BETAMETASONA,0.1 % CREMA TOPICA,E.F.G.33.816
BETAMETASONA VALERATO,BETADERM,CREMA,E.F.16.170
BETAXOLOL,BETOPTICS,0.25 % SUSPENSION OFTALMICA ESTERIL,E.F.27.040
BEXAROTENO,TARGRETIN,1 % CREMA,E.F.38.769
BEXAROTENO,TARGRETIN,75 mg CAPSULAS BLANDAS,E.F.36.756
BICALUTAMIDA,BICALUTAMIDA,50 mg COMPRIMIDOS RECUBIERTOS,E.F.G.41.506
BICALUTAMIDA,BICALUTAMIDA,50 mg COMPRIMIDOS RECUBIERTOS,E.F.G.40.760
BICALUTAMIDA,BICATULAMIDA,50 mg COMPRIMIDOS RECUBIERTOS,E.F.G.38.232
BICALUTAMIDA,BICALUTAMIDA,150 mg COMPRIMIDOS RECUBIERTOS,E.F.G.38.231
BICALUTAMIDA,CABIOTAMID,50 mg TABLETAS RECUBIERTAS,E.F.39.727
BICALUTAMIDA,CALUTIDE,150 mg TABLETAS RECUBIERTAS,E.F.37.479
BICALUTAMIDA,CALUTIDE,50 mg TABLETAS RECUBIERTAS,E.F.34.401
BICALUTAMIDA,CALUTOL,150 mg COMPRIMIDOS RECUBIERTOS,E.F.33.184
BICALUTAMIDA,CASODEX,150 mg COMPRIMIDOS RECUBIERTOS,E.F.32.112
BICALUTAMIDA,CALUTOL,50 mg COMPRIMIDOS RECUBIERTOS,E.F.32.061
BICALUTAMIDA,CASODEX,50 mg TABLETAS,E.F.29.162
BICARBONATO DE SODIO,BICARBONATO DE SODIO,8.4 % SOLUCION INYECTABLE INTRAVENOSA,E.F.G.35.888
BICARBONATO DE SODIO,BICARBONATO DE SODIO,5 % SOLUCION INYECTABLE,E.F.G.32.578
BICARBONATO DE SODIO-ALGINATO DE SODIO,REFLUXYL,0.400 g - 0.375 g / 15 mL SUSPENSION ORAL,E.F.34.879
BICARBONATO DE SODIO-CLORURO DE CALCIO-CLORURO DE POTASIO-CLORURO DE SODIO,SILIN,SOLUCION GOTAS NASALES,E.F.37.189
BICARBONATO DE SODIO-CLORURO DE SODIO,SOLUCION ELECTROLITICA CONCENTRADA CON BICARBONATO,PARA HEMODIALISIS,E.F.32.734
BICARBONATO DE SODIO-CLORURO DE SODIO,BIBAXOL,65.95 g - 23.56 g/1000 ml SOLUCION PARA HEMODIALISIS,E.F.31.675
BIFONAZOL,CANESFAST,1 % CREMA,E.F.39.095
BIFONAZOL,CANESFAST ONICOSET,1 %-40 % UNGUENTO,E.F.38.704
BIFONAZOL,CANESFAST,1 % SOLUCION TOPICA,E.F.38.703
BILASTINA,LABIXTEN,20 mg COMPRIMIDOS,E.F.40.390
BIMATOPROST,GANFORT,0.3 mg - 5 mg /ml SOLUCION OFTALMICA,E.F.37.468
BIMATOPROST,LUMIGAN TM,0.03 % SOLUCION OFTALMICA,E.F.33.211
BIPERIDENO,AKINETON,2 mg TABLETAS,E.F.8.778
BIPERIDENO,AKINETON,4 mg TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA,E.F.17.539
BIPERIDENO,AKINETON,5 mg/ml SOLUCION INYECTABLE,E.F.15.766
BISACODYL,DULCOLAX,5 mg GRAGEAS,E.F.8.957
BISMUTO SALICILATO,TRIALON,85 mg / 5 mL SUSPENSIÓN ORAL,E.F.41.654
BISMUTO SALICILATO,BISMUTOL,262 mg TABLETAS MASTICABLES,E.F.34.744
BISMUTO SALICILATO,BISMUTOL,87.33 mg/ 15 ml SUSPENSION,E.F.34.743
BISOPROL,BISOPROLOL FUMARATO,5 mg TABLETAS RECUBIERTAS,E.F.G.38.626
BISOPROLOL,BISOPROLOL FUMARATO,10 mg TABLETAS RECUBIERTAS,E.F.G.39.609
BISOPROLOL,BISOPROLOL FUMARATO,5 mg COMPRIMIDOS RECUBIERTOS,E.F.G.39.141
BISOPROLOL,BISOPROLOL FUMARATO,2.5 mg COMPRIMIDOS RECUBIERTOS,E.F.G.39.140
BISOPROLOL,BISOPROLOL FUMARATO,2.5 mg TABLETAS RECUBIERTAS,E.F.G.39.139
BISOPROLOL,BISOPROLOL FUMARATO,1.25 mg TABLETAS RECUBIERTAS,E.F.G.38.624
BISOPROLOL,BISOPROLOL FUMARATO,10 mg COMPRIMIDOS RECUBIERTOS,E.F.G.38.608
BISOPROLOL,BLISODAC,2.5 mg TABLETAS RECUBIERTAS,E.F.41.177
BISOPROLOL,BLISODAC,5 mg TABLETAS RECUBIERTAS,E.F.41.176
BISOPROLOL,BLISODAC,10 mg TABLETAS RECUBIERTAS,E.F.41.175
BISOPROLOL,BISAPRODIL,1.25 mg TABLETAS RECUBIERTAS,E.F.40.900
BISOPROLOL,BISAPRODIL,2.5 mg TABLETAS RECUBIERTAS,E.F.40.799
BISOPROLOL,BISAPRODIL,5 mg TABLETAS RECUBIERTAS,E.F.40.798
BISOPROLOL,BISAPRODIL,10 mg TABLETAS RECUBIERTAS,E.F.40.797
BISOPROLOL,CORBIS,10 mg COMPRIMIDOS RECUBIERTOS,E.F.40.574
BISOPROLOL,PREBLOC,2.5 mg COMPRIMIDOS RECUBIERTOS,E.F.40.284
BISOPROLOL,CORBIS,2.5 mg COMPRIMIDOS RECUBIERTOS,E.F.40.230
BISOPROLOL,CORBIS,5 mg COMPRIMIDOS RECUBIERTOS,E.F.40.221
BISOPROLOL,BISOBLOC,5 mg TABLETAS RECUBIERTAS,E.F.40.120
BISOPROLOL,BISOBLOC,2.5 mg TABLETAS RECUBIERTAS,E.F.40.119
BISOPROLOL,BISOBLOC,10 mg TABLETAS RECUBIERTAS,E.F.40.115
BISOPROLOL,ANTAAR,2.5 mg TABLETAS RECUBIERTAS,E.F.40.060
BISOPROLOL,ANTAAR,1.25 mg TABLETAS RECUBIERTAS,E.F.40.059
BISOPROLOL,ANTAAR,5 mg TABLETAS RECUBIERTAS,E.F.40.058
BISOPROLOL,TISDEROL,2.5 mg TABLETAS,E.F.40.030
BISOPROLOL,ANTAAR,10 mg TABLETAS RECUBIERTAS,E.F.39.619
BISOPROLOL,CORENTEL,1.25 mg COMPRIMIDOS RECUBIERTOS,E.F.39.494
BISOPROLOL,BIBLOC,10 mg TABLETAS RECUBIERTAS,E.F.38.858
BISOPROLOL,BIBLOC,5 mg TABLETAS RECUBIERTAS,E.F.38.857
BISOPROLOL,CORENTEL,2.5 mg COMPRIMIDOS RECUBIERTOS,E.F.38.627
BISOPROLOL,TISDEROL,5 mg TABLETAS,E.F.38.614
BISOPROLOL,TISDEROL,10 mg TABLETAS,E.F.38.558
BISOPROLOL,BIOTALOL,10 mg COMPRIMIDOS RECUBIERTOS,E.F.38.403
BISOPROLOL,BIOTALOL,5 mg COMPRIMIDOS RECUBIERTOS,E.F.38.248
BISOPROLOL,BIOTALOL,2.5 mg COMPRIMIDOS RECUBIERTOS,E.F.38.247
BISOPROLOL,BIBLOC,2.5 mg TABLETAS RECUBIERTAS,E.F.38.179
BISOPROLOL,MIOCUORE,10 mg COMPRIMIDOS RECUBIERTOS,E.F.38.153
BISOPROLOL,CORENTEL,5 mg COMPRIMIDOS RECUBIERTOS,E.F.35.620
BISOPROLOL,CORENTEL,10 mg COMPRIMIDOS RECUBIERTOS,E.F.35.619
BISOPROLOL,PREBLOC,10 mg TABLETAS RECUBIERTAS,E.F.35.395
BISOPROLOL,PREBLOC,5 mg TABLETAS RECUBIERTAS,E.F.35.201
BISOPROLOL,CONCORAL,1.25 mg TABLETAS RECUBIERTAS,E.F.31.725
BISOPROLOL,CONCOR,10 mg TABLETAS RECUBIERTAS,E.F.31.685
BISOPROLOL,CONCOR,5 mg TABLETAS RECUBIERTAS,E.F.31.683
BISOPROLOL-HIDROCLOROTIAZIDA,BISOPROLOL FUMARATO-HIDROCLOROTIAZIDA,5 mg - 6.25 mg COMPRIMIDOS RECUBIERTOS,E.F.G.39.034
BISOPROLOL-HIDROCLOROTIAZIDA,BISOPROLOL-HIDROCLOROTIZIDA,2.5 mg - 6.25 mg COMPRIMIDOS RECUBIERTOS,E.F.G.39.033
BISOPROLOL-HIDROCLOROTIAZIDA,BISOPROLOL FUMARATO-HIDROCLOROTIAZIDA,10 mg - 6.5 mg COMPRIMIDOS RECUB,E.F.G.38.980
BISOPROLOL-HIDROCLOROTIAZIDA,BISOPROLOL FUMARATO-HIDROCLOROTIAZIDA,5 mg - 6.25 mg TABLETAS,E.F.G.36.891
BISOPROLOL-HIDROCLOROTIAZIDA,BISOPROLOL FUMARATO-HIDROCLOROTIAZIDA,10 mg - 6.25 mg TABLETAS,E.F.G.36.890
BISOPROLOL-HIDROCLOROTIAZIDA,BISOPROLOL FUMARATO-HIDROCLOROTIAZIDA,2.5 mg - 6.25 mg TABLETAS,E.F.G.36.889
BISOPROLOL-HIDROCLOROTIAZIDA,BISOBLOC H,5 mg - 6.25 mg TABLETAS RECUBIERTAS,E.F.40.280
BISOPROLOL-HIDROCLOROTIAZIDA,BISOBLOC H,10 mg - 6.25 mg TABLETAS RECUBIERTAS,E.F.40.118
BISOPROLOL-HIDROCLOROTIAZIDA,BISOBLOC H,2.5 mg - 6.25 mg TABLETAS RECUBIERTAS,E.F.40.116
BISOPROLOL-HIDROCLOROTIAZIDA,CORENTEL H,10 mg - 6.25 mg COMPRIMIDOS RECUBIERTOS,E.F.35.719
BISOPROLOL-HIDROCLOROTIAZIDA,CORENTEL H,5 mg - 6.25 mg COMPRIMIDOS RECUBIERTOS,E.F.35.718
BISOPROLOL-HIDROCLOROTIAZIDA,XYLON,10 mg - 6.25 mg COMPRIMIDOS RECUBIERTOS,E.F.34.765
